run_uid,policy_id,cohort,step_uid,step_idx,prior_used_data_stage_uid,used_data_stage_uid,prior_table_code,table_code,prior_status,status,prior_sum_assured,sum_assured,prior_entry_date,entry_date,prior_npdd,npdd,prior_ltd_payment_term,ltd_payment_term,prior_entry_age_1,entry_age_1,prior_gender_1,gender_1,prior_entry_age_2,entry_age_2,prior_gender_2,gender_2,prior_joint_val_age,joint_val_age,prior_premium_frequency,premium_frequency,prior_modal_premium,modal_premium,prior_unsmoothed_asset_share,unsmoothed_asset_share,prior_smoothed_asset_share,smoothed_asset_share,prior_surrender_benefit,surrender_benefit,prior_death_benefit,death_benefit,prior_exit_bonus_rate,exit_bonus_rate,prior_unpaid_premiums,unpaid_premiums,prior_death_uplift_factor,death_uplift_factor,prior_guaranteed_death_benefit,guaranteed_death_benefit,title,type
40b70255-1c18-488f-821c-492a2835c810,P56667253,REMAINING,7e38d53b-960c-44e1-8adc-13bf645196ec,17,92ae5c91-e2f7-4112-8063-b143c467e4b3,92ae5c91-e2f7-4112-8063-b143c467e4b3,T65,T65,PP,PP,2514.36,2514.36,1984-04-26,1984-04-26,2025-02-01,2025-02-01,46,46,29,29,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,9.11,9.11,26929.676,26929.676,27348.62,27348.62,27622.105,27622.105,31048.41,31048.41,0.01,0.01,0,0,1.1240422,1.1240422,18027.963,18027.963,AoC Closing Consistency Check,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P56667253,REMAINING,b5c1db87-1bdd-4574-ad7a-86e4122c4799,18,92ae5c91-e2f7-4112-8063-b143c467e4b3,b5c1db87-1bdd-4574-ad7a-86e4122c4799,T65,T65,PP,PUP,2514.36,2514.36,1984-04-26,1984-04-26,2025-02-01,2025-01-01,46,46,29,29,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,9.11,9.11,26929.676,26920.666,27348.62,27339.607,27622.105,27613.004,31048.41,31038.18,0.01,0.01,0,0,1.1240422,1.1240422,18027.963,15943.207,Status Changes To Paid-Up,DATA_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P56667253,REMAINING,ba0238f1-df2b-43c7-95b2-557d846a81f8,19,b5c1db87-1bdd-4574-ad7a-86e4122c4799,b5c1db87-1bdd-4574-ad7a-86e4122c4799,T65,T65,PUP,PUP,2514.36,2514.36,1984-04-26,1984-04-26,2025-01-01,2025-01-01,46,46,29,29,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,9.11,9.11,26920.666,26920.666,27339.607,27339.607,27613.004,27613.004,31038.18,31038.18,0.01,0.01,0,0,1.1240422,1.1240422,15943.207,15943.207,Move To Closing Data,MOVE_TO_CLOSING_DATA
40b70255-1c18-488f-821c-492a2835c810,P56667253,REMAINING,cf93808c-bacc-4137-b849-6227df8c177f,20,b5c1db87-1bdd-4574-ad7a-86e4122c4799,b5c1db87-1bdd-4574-ad7a-86e4122c4799,T65,T65,PUP,PUP,2514.36,2514.36,1984-04-26,1984-04-26,2025-01-01,2025-01-01,46,46,29,29,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,9.11,9.11,26920.666,26920.666,27339.607,27339.607,27613.004,27613.004,31038.18,31038.18,0.01,0.01,0,0,1.1240422,1.1240422,15943.207,15943.207,Add New Records,ADD_NEW_RECORDS
40b70255-1c18-488f-821c-492a2835c810,P56667253,REMAINING,3f8c9b7e-2a4d-4f3a-9e2e-7d1c8a9f6b2c,21,b5c1db87-1bdd-4574-ad7a-86e4122c4799,b5c1db87-1bdd-4574-ad7a-86e4122c4799,T65,T65,PUP,PUP,2514.36,2514.36,1984-04-26,1984-04-26,2025-01-01,2025-01-01,46,46,29,29,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,9.11,9.11,26920.666,26981.627,27339.607,27343.473,27613.004,27616.908,31038.18,31042.568,0.01,0.01,0,0,1.1240422,1.1240422,15943.207,15943.207,Move To Closing Month-End,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P56667253,REMAINING,9a1d4c3f-6b7e-4d2a-8f9c-3e2b1a7d5c4e,22,b5c1db87-1bdd-4574-ad7a-86e4122c4799,b5c1db87-1bdd-4574-ad7a-86e4122c4799,T65,T65,PUP,PUP,2514.36,2514.36,1984-04-26,1984-04-26,2025-01-01,2025-01-01,46,46,29,29,MALE,MALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,9.11,9.11,26981.627,26881.01,27343.473,27439.105,27616.908,27713.496,31042.568,31151.137,0.01,0.01,0,0,1.1240422,1.1240422,15943.207,15943.207,Switch To Valuation Asset Shares,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P56967147,REMAINING,6920fbd3-e1d1-4459-aca9-aa7c63267a14,1,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T75,T75,AP,AP,1200,1200,1982-01-18,1982-01-18,2007-01-18,2007-01-18,25,25,50,50,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,8,8,222.45993000000001,222.45993000000001,226.58205,226.58205,228.84787,228.84787,9060,9060,0.01,0.01,0,0,1.0763828,1.0763828,9060,9060,Remove Exited Records,REMOVE_EXITED_RECORDS
40b70255-1c18-488f-821c-492a2835c810,P56967147,REMAINING,6d3385fc-8e01-4e95-9dc2-65471813ea5e,2,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T75,T75,AP,AP,1200,1200,1982-01-18,1982-01-18,2007-01-18,2007-01-18,25,25,50,50,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,8,8,222.45993000000001,222.45993000000001,226.58205,226.58205,228.84787,228.84787,9060,9060,0.01,0.01,0,0,1.0763828,1.0763828,9060,9060,Restated Opening Data,DATA_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P56967147,REMAINING,1254ec7b-e4ee-4a3b-b295-def984bc7e80,3,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T75,T75,AP,AP,1200,1200,1982-01-18,1982-01-18,2007-01-18,2007-01-18,25,25,50,50,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,8,8,222.45993000000001,222.45993000000001,226.58205,226.58205,228.84787,228.84787,9060,9060,0.01,0.01,0,0,1.0763828,1.0763828,9060,9060,AoC Opening Consistency Check,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P56967147,REMAINING,7f0492ca-6211-4032-bf89-a15879d07856,4,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T75,T75,AP,AP,1200,1200,1982-01-18,1982-01-18,2007-01-18,2007-01-18,25,25,50,50,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,8,8,222.45993000000001,222.45993000000001,226.58205,226.58205,228.84787,228.84787,9060,9060,0.01,0.01,0,0,1.0763828,1.0763828,9060,9060,Restated Opening Adjustments,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P56967147,REMAINING,d3d411ec-f5d7-419a-a9ff-67e3d95a9e15,5,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T75,T75,AP,AP,1200,1200,1982-01-18,1982-01-18,2007-01-18,2007-01-18,25,25,50,50,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,8,8,222.45993000000001,222.51797,226.58205,226.58575,228.84787,228.85161,9060,9060,0.01,0.01,0,0,1.0763828,1.0763828,9060,9060,Restated Opening Returns,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P56967147,REMAINING,61530067-7402-435c-8c3e-933d80d19220,6,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T75,T75,AP,AP,1200,1200,1982-01-18,1982-01-18,2007-01-18,2007-01-18,25,25,50,50,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,8,8,222.51797,205.87186,226.58575,209.63533,228.85161,211.73167,9060,9060,0.01,0.01,0,0,1.0763828,1.0763828,9060,9060,Restated Opening Deductions,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P56967147,REMAINING,12ff0e3a-eab8-4d55-94d5-92a561abd141,7,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T75,T75,AP,AP,1200,1200,1982-01-18,1982-01-18,2007-01-18,2007-01-18,25,25,50,50,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,8,8,205.87186,206.89867,209.63533,210.64862,211.73167,212.75511,9060,9060,0.01,0.01,0,0,1.0763828,1.0763828,9060,9060,Move To Closing Run Date,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P56967147,REMAINING,92ae5c91-e2f7-4112-8063-b143c467e4b3,8,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T75,T75,AP,AP,1200,1200,1982-01-18,1982-01-18,2007-01-18,2007-01-18,25,25,50,50,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,8,8,206.89867,206.89867,210.64862,210.64862,212.75511,212.75511,9060,9060,0.01,0.01,0,0,1.0763828,1.0763828,9060,9060,Data Roll-Forward,DATA_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P56967147,REMAINING,1b901498-b74d-408c-a3b4-f8654f63cf41,9,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T75,T75,AP,AP,1200,1200,1982-01-18,1982-01-18,2007-01-18,2007-01-18,25,25,50,50,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,8,8,206.89867,206.89867,210.64862,210.64862,212.75511,212.75511,9060,9060,0.01,0.01,0,0,1.0763828,1.0763828,9060,9060,Adjustments,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P56967147,REMAINING,320d8985-c752-43e1-89ba-72411a2053ad,10,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T75,T75,AP,AP,1200,1200,1982-01-18,1982-01-18,2007-01-18,2007-01-18,25,25,50,50,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,8,8,206.89867,206.89867,210.64862,210.64862,212.75511,212.75511,9060,9060,0.01,0.01,0,0,1.0763828,1.0763828,9060,9060,Premiums,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P56967147,REMAINING,a1639a6e-9660-4f8f-8029-ce01d2767ce7,11,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T75,T75,AP,AP,1200,1200,1982-01-18,1982-01-18,2007-01-18,2007-01-18,25,25,50,50,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,8,8,206.89867,205.55382,210.64862,209.2794,212.75511,211.3722,9060,9060,0.01,0.01,0,0,1.0763828,1.0763828,9060,9060,Deductions,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P56967147,REMAINING,4eafa688-4ae0-4ded-aa92-2710f876a981,12,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T75,T75,AP,AP,1200,1200,1982-01-18,1982-01-18,2007-01-18,2007-01-18,25,25,50,50,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,8,8,205.55382,193.60092,209.2794,197.10986,211.3722,199.08096,9060,9060,0.01,0.01,0,0,1.0763828,1.0763828,9060,9060,Mortality Charges,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P56967147,REMAINING,2df7f353-9b69-40c3-9f97-7b1fef2b8b2b,13,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T75,T75,AP,AP,1200,1200,1982-01-18,1982-01-18,2007-01-18,2007-01-18,25,25,50,50,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,8,8,193.60092,194.56651,197.10986,198.04147,199.08096,200.02188,9060,9060,0.01,0.01,0,0,1.0763828,1.0763828,9060,9060,Investment Returns,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P56967147,REMAINING,8d823d72-6027-49c0-8962-c1f725d199a5,14,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T75,T75,AP,AP,1200,1200,1982-01-18,1982-01-18,2007-01-18,2007-01-18,25,25,50,50,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,8,8,194.56651,194.56651,198.04147,198.04147,200.02188,200.02188,9060,9072,0.01,0.01,0,0,1.0763828,1.0763828,9060,9072,Closing Guaranteed Death Benefit,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P56967147,REMAINING,4698425d-e165-4881-a5dd-b90e342e1795,15,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T75,T75,AP,AP,1200,1200,1982-01-18,1982-01-18,2007-01-18,2007-01-18,25,25,50,50,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,8,8,194.56651,194.56651,198.04147,198.04147,200.02188,200.02188,9072,9072,0.01,0.01,0,0,1.0763828,1.0763828,9072,9072,Closing Death Uplift Factor,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P56967147,REMAINING,aff89bf5-604e-4989-8b11-c3ba24d1fca1,16,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T75,T75,AP,AP,1200,1200,1982-01-18,1982-01-18,2007-01-18,2007-01-18,25,25,50,50,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,8,8,194.56651,194.56651,198.04147,198.04147,200.02188,200.02188,9072,9072,0.01,0.01,0,0,1.0763828,1.0763828,9072,9072,Closing Exit Bonus Rate,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P56967147,REMAINING,7e38d53b-960c-44e1-8adc-13bf645196ec,17,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T75,T75,AP,AP,1200,1200,1982-01-18,1982-01-18,2007-01-18,2007-01-18,25,25,50,50,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,8,8,194.56651,194.56651,198.04147,198.04147,200.02188,200.0219,9072,9072,0.01,0.01,0,0,1.0763828,1.0763828,9072,9072,AoC Closing Consistency Check,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P56967147,REMAINING,b5c1db87-1bdd-4574-ad7a-86e4122c4799,18,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T75,T75,AP,AP,1200,1200,1982-01-18,1982-01-18,2007-01-18,2007-01-18,25,25,50,50,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,8,8,194.56651,194.56651,198.04147,198.04147,200.0219,200.0219,9072,9072,0.01,0.01,0,0,1.0763828,1.0763828,9072,9072,Status Changes To Paid-Up,DATA_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P56967147,REMAINING,ba0238f1-df2b-43c7-95b2-557d846a81f8,19,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T75,T75,AP,AP,1200,1200,1982-01-18,1982-01-18,2007-01-18,2007-01-18,25,25,50,50,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,8,8,194.56651,194.56651,198.04147,198.04147,200.0219,200.0219,9072,9072,0.01,0.01,0,0,1.0763828,1.0763828,9072,9072,Move To Closing Data,MOVE_TO_CLOSING_DATA
40b70255-1c18-488f-821c-492a2835c810,P56967147,REMAINING,cf93808c-bacc-4137-b849-6227df8c177f,20,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T75,T75,AP,AP,1200,1200,1982-01-18,1982-01-18,2007-01-18,2007-01-18,25,25,50,50,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,8,8,194.56651,194.56651,198.04147,198.04147,200.0219,200.0219,9072,9072,0.01,0.01,0,0,1.0763828,1.0763828,9072,9072,Add New Records,ADD_NEW_RECORDS
40b70255-1c18-488f-821c-492a2835c810,P56967147,REMAINING,3f8c9b7e-2a4d-4f3a-9e2e-7d1c8a9f6b2c,21,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T75,T75,AP,AP,1200,1200,1982-01-18,1982-01-18,2007-01-18,2007-01-18,25,25,50,50,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,8,8,194.56651,194.99548,198.04147,198.06874,200.0219,200.04942,9072,9072,0.01,0.01,0,0,1.0763828,1.0763828,9072,9072,Move To Closing Month-End,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P56967147,REMAINING,9a1d4c3f-6b7e-4d2a-8f9c-3e2b1a7d5c4e,22,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T75,T75,AP,AP,1200,1200,1982-01-18,1982-01-18,2007-01-18,2007-01-18,25,25,50,50,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,8,8,194.99548,194.02776,198.06874,198.9315,200.04942,200.92082,9072,9072,0.01,0.01,0,0,1.0763828,1.0763828,9072,9072,Switch To Valuation Asset Shares,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P57029862,NEW,3f8c9b7e-2a4d-4f3a-9e2e-7d1c8a9f6b2c,21,ffffffff-ffff-ffff-ffff-ffffffffffff,ffffffff-ffff-ffff-ffff-ffffffffffff,T75,T75,AP,AP,680.4,680.4,1982-12-24,1982-12-24,2000-12-24,2000-12-24,18,18,57,57,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,6.3,6.3,0.36246347,0.3632626,0.3690867,0.3691375,0.37277755,0.37282887,4994.136,4994.136,0.01,0.01,0,0,1.0676631,1.0676631,4994.136,4994.136,Move To Closing Month-End,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P57029862,NEW,9a1d4c3f-6b7e-4d2a-8f9c-3e2b1a7d5c4e,22,ffffffff-ffff-ffff-ffff-ffffffffffff,ffffffff-ffff-ffff-ffff-ffffffffffff,T75,T75,AP,AP,680.4,680.4,1982-12-24,1982-12-24,2000-12-24,2000-12-24,18,18,57,57,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,MONTHLY,MONTHLY,6.3,6.3,0.3632626,0.3614598,0.3691375,0.37074545,0.37282887,0.3744529,4994.136,4994.136,0.01,0.01,0,0,1.0676631,1.0676631,4994.136,4994.136,Switch To Valuation Asset Shares,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P57054377,REMAINING,6920fbd3-e1d1-4459-aca9-aa7c63267a14,1,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T70,T70,AP,AP,68.02,68.02,1991-11-26,1991-11-26,2010-11-26,2010-11-26,19,19,56,56,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,YEARLY,YEARLY,7.16,7.16,46.93004,46.93004,47.901928,47.901928,48.380947,48.380947,409.48038,409.48038,0.01,0.01,0,0,1.0828115,1.0828115,409.48038,409.48038,Remove Exited Records,REMOVE_EXITED_RECORDS
40b70255-1c18-488f-821c-492a2835c810,P57054377,REMAINING,6d3385fc-8e01-4e95-9dc2-65471813ea5e,2,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T70,T70,AP,AP,68.02,68.02,1991-11-26,1991-11-26,2010-11-26,2010-11-26,19,19,56,56,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,YEARLY,YEARLY,7.16,7.16,46.93004,46.93004,47.901928,47.901928,48.380947,48.380947,409.48038,409.48038,0.01,0.01,0,0,1.0828115,1.0828115,409.48038,409.48038,Restated Opening Data,DATA_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P57054377,REMAINING,1254ec7b-e4ee-4a3b-b295-def984bc7e80,3,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T70,T70,AP,AP,68.02,68.02,1991-11-26,1991-11-26,2010-11-26,2010-11-26,19,19,56,56,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,YEARLY,YEARLY,7.16,7.16,46.93004,46.93004,47.901928,47.901928,48.380947,48.380947,409.48038,409.48038,0.01,0.01,0,0,1.0828115,1.0828115,409.48038,409.48038,AoC Opening Consistency Check,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P57054377,REMAINING,7f0492ca-6211-4032-bf89-a15879d07856,4,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T70,T70,AP,AP,68.02,68.02,1991-11-26,1991-11-26,2010-11-26,2010-11-26,19,19,56,56,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,YEARLY,YEARLY,7.16,7.16,46.93004,46.93004,47.901928,47.901928,48.380947,48.380947,409.48038,409.48038,0.01,0.01,0,0,1.0828115,1.0828115,409.48038,409.48038,Restated Opening Adjustments,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P57054377,REMAINING,d3d411ec-f5d7-419a-a9ff-67e3d95a9e15,5,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T70,T70,AP,AP,68.02,68.02,1991-11-26,1991-11-26,2010-11-26,2010-11-26,19,19,56,56,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,YEARLY,YEARLY,7.16,7.16,46.93004,46.942284,47.901928,47.90271,48.380947,48.381737,409.48038,409.48038,0.01,0.01,0,0,1.0828115,1.0828115,409.48038,409.48038,Restated Opening Returns,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P57054377,REMAINING,61530067-7402-435c-8c3e-933d80d19220,6,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T70,T70,AP,AP,68.02,68.02,1991-11-26,1991-11-26,2010-11-26,2010-11-26,19,19,56,56,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,YEARLY,YEARLY,7.16,7.16,46.942284,43.43063,47.90271,44.319206,48.381737,44.762398,409.48038,409.48038,0.01,0.01,0,0,1.0828115,1.0828115,409.48038,409.48038,Restated Opening Deductions,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P57054377,REMAINING,12ff0e3a-eab8-4d55-94d5-92a561abd141,7,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T70,T70,AP,AP,68.02,68.02,1991-11-26,1991-11-26,2010-11-26,2010-11-26,19,19,56,56,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,YEARLY,YEARLY,7.16,7.16,43.43063,43.647243,44.319206,44.53343,44.762398,44.978764,409.48038,409.48038,0.01,0.01,0,0,1.0828115,1.0828115,409.48038,409.48038,Move To Closing Run Date,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P57054377,REMAINING,92ae5c91-e2f7-4112-8063-b143c467e4b3,8,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T70,T70,AP,AP,68.02,68.02,1991-11-26,1991-11-26,2010-11-26,2010-11-26,19,19,56,56,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,YEARLY,YEARLY,7.16,7.16,43.647243,43.647243,44.53343,44.53343,44.978764,44.978764,409.48038,409.48038,0.01,0.01,0,0,1.0828115,1.0828115,409.48038,409.48038,Data Roll-Forward,DATA_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P57054377,REMAINING,1b901498-b74d-408c-a3b4-f8654f63cf41,9,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T70,T70,AP,AP,68.02,68.02,1991-11-26,1991-11-26,2010-11-26,2010-11-26,19,19,56,56,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,YEARLY,YEARLY,7.16,7.16,43.647243,43.647243,44.53343,44.53343,44.978764,44.978764,409.48038,409.48038,0.01,0.01,0,0,1.0828115,1.0828115,409.48038,409.48038,Adjustments,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P57054377,REMAINING,320d8985-c752-43e1-89ba-72411a2053ad,10,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T70,T70,AP,AP,68.02,68.02,1991-11-26,1991-11-26,2010-11-26,2010-11-26,19,19,56,56,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,YEARLY,YEARLY,7.16,7.16,43.647243,43.647243,44.53343,44.53343,44.978764,44.978764,409.48038,409.48038,0.01,0.01,0,0,1.0828115,1.0828115,409.48038,409.48038,Premiums,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P57054377,REMAINING,a1639a6e-9660-4f8f-8029-ce01d2767ce7,11,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T70,T70,AP,AP,68.02,68.02,1991-11-26,1991-11-26,2010-11-26,2010-11-26,19,19,56,56,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,YEARLY,YEARLY,7.16,7.16,43.647243,43.363537,44.53343,44.24396,44.978764,44.6864,409.48038,409.48038,0.01,0.01,0,0,1.0828115,1.0828115,409.48038,409.48038,Deductions,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P57054377,REMAINING,4eafa688-4ae0-4ded-aa92-2710f876a981,12,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T70,T70,AP,AP,68.02,68.02,1991-11-26,1991-11-26,2010-11-26,2010-11-26,19,19,56,56,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,YEARLY,YEARLY,7.16,7.16,43.363537,41.70913,44.24396,42.55596,44.6864,42.98152,409.48038,409.48038,0.01,0.01,0,0,1.0828115,1.0828115,409.48038,409.48038,Mortality Charges,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P57054377,REMAINING,2df7f353-9b69-40c3-9f97-7b1fef2b8b2b,13,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T70,T70,AP,AP,68.02,68.02,1991-11-26,1991-11-26,2010-11-26,2010-11-26,19,19,56,56,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,YEARLY,YEARLY,7.16,7.16,41.70913,41.917156,42.55596,42.757095,42.98152,43.184666,409.48038,409.48038,0.01,0.01,0,0,1.0828115,1.0828115,409.48038,409.48038,Investment Returns,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P57054377,REMAINING,8d823d72-6027-49c0-8962-c1f725d199a5,14,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T70,T70,AP,AP,68.02,68.02,1991-11-26,1991-11-26,2010-11-26,2010-11-26,19,19,56,56,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,YEARLY,YEARLY,7.16,7.16,41.917156,41.917156,42.757095,42.757095,43.184666,43.184666,409.48038,410.16058,0.01,0.01,0,0,1.0828115,1.0828115,409.48038,410.16058,Closing Guaranteed Death Benefit,SOURCE_CHANGE
40b70255-1c18-488f-821c-492a2835c810,P57054377,REMAINING,4698425d-e165-4881-a5dd-b90e342e1795,15,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,T70,T70,AP,AP,68.02,68.02,1991-11-26,1991-11-26,2010-11-26,2010-11-26,19,19,56,56,FEMALE,FEMALE,NA,NA,NA,NA,NA,NA,YEARLY,YEARLY,7.16,7.16,41.917156,41.917156,42.757095,42.757095,43.184666,43.184666,410.16058,410.16058,0.01,0.01,0,0,1.0828115,1.0828115,410.16058,410.16058,Closing Death Uplift Factor,SOURCE_CHANGE
